Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Label
2026-06-20 11:40:10,192.168.1.160,66.77.193.30,42510,995,6,1073435,30,25,20511,19153,36950.5373,51.2374,721.1636,263.7327,1,1,1,1,12,BENIGN
2026-06-20 09:32:53,192.168.3.174,173.21.205.128,12111,993,17,1189580,58,34,7847,14729,18978.1267,77.3382,245.3913,70.2248,2,2,1,0,11,BENIGN
2026-06-20 09:24:20,192.168.3.150,113.242.205.232,35806,993,6,1137109,14,17,13798,7248,18508.34,27.2621,678.9032,248.6029,0,0,1,2,12,BENIGN
2026-06-20 10:52:28,192.168.2.117,96.103.122.207,38734,115,6,45598,1,0,326,272,13114.6103,21.9308,598.0,197.7609,3,5,6,1,4,PortScan
2026-06-20 10:55:30,192.168.0.202,38.69.254.154,41566,21,17,463461,75,52,23316,39371,135258.4144,274.0252,493.5984,151.426,0,21,6,11,46,FTP-Patator
2026-06-20 12:55:51,192.168.2.158,63.217.15.100,29203,22,6,887165,76,72,22350,28681,57521.4306,166.8235,344.8041,83.5576,4,16,0,17,73,SSH-Patator
2026-06-20 10:04:53,192.168.3.30,121.178.160.132,48315,8080,6,129674,788,26,811195,7371,6312491.3244,6277.2799,1005.6093,225.0391,2,23,2,18,44,DDoS
2026-06-20 11:57:00,192.168.3.186,95.219.51.112,43956,8080,6,459485,102,73,304179,41245,751763.3873,380.8612,1973.8514,765.2454,1,35,6,12,28,DoS Hulk
2026-06-20 13:44:50,192.168.3.40,188.11.206.224,56758,8080,6,426837,101,28,362341,42931,949477.2009,302.2231,3141.6434,1494.9348,0,51,0,34,72,DoS Hulk
2026-06-20 13:39:01,192.168.2.121,16.10.102.62,61763,380,17,43404,4,1,460,45,11634.8724,115.1968,101.0,22.3511,0,10,8,0,4,PortScan
2026-06-20 13:43:17,192.168.1.186,125.117.3.76,39391,443,6,122136,86,13,522697,10762,4367745.7916,810.5718,5388.4747,2238.6428,0,42,1,10,56,DDoS
2026-06-20 10:34:29,192.168.0.212,106.163.13.79,37410,25,6,1673773,19,68,13157,18257,18768.3754,51.9784,361.0805,65.5188,1,3,0,0,15,BENIGN
2026-06-20 12:19:36,192.168.2.103,115.250.46.182,7743,443,6,1778693,40,65,11500,22844,19308.5597,59.0321,327.0857,118.9945,1,0,0,1,10,BENIGN
2026-06-20 14:06:39,192.168.0.51,61.160.0.237,16308,110,6,1420235,36,5,17177,29198,32653.0469,28.8685,1131.0976,442.111,1,1,1,0,7,BENIGN
2026-06-20 11:32:24,192.168.0.36,17.252.151.212,52515,780,6,47525,4,2,322,31,7427.6696,126.2493,58.8333,19.6301,3,5,7,0,2,PortScan
2026-06-20 13:48:20,192.168.0.40,57.173.217.177,16872,22,6,1357203,32,31,1451,7470,6573.0771,46.419,141.6032,58.6681,1,3,1,1,4,BENIGN
2026-06-20 08:11:32,192.168.2.200,10.126.185.91,36438,8080,6,10209,449,71,309355,10427,31323538.0547,50935.4491,614.9654,208.2428,1,104,4,29,42,DoS Hulk
2026-06-20 14:36:20,192.168.3.119,103.154.166.138,18677,995,6,845988,78,30,1334,25422,31626.9262,127.6614,247.7407,114.6001,1,0,0,1,4,BENIGN
2026-06-20 12:35:55,192.168.1.19,12.134.170.211,27371,443,6,764085,39,59,16438,16066,42539.7698,128.258,331.6735,127.385,1,3,0,1,13,BENIGN
2026-06-20 12:57:37,192.168.3.128,143.169.24.248,28856,25,6,1758052,57,17,22516,28657,29107.7852,42.092,691.527,265.1705,2,3,1,3,3,BENIGN
2026-06-20 14:54:00,192.168.1.174,159.159.196.216,31940,389,6,22557,5,3,482,250,32451.1238,354.6571,91.5,27.6878,0,5,3,1,3,PortScan
2026-06-20 10:17:06,192.168.1.141,120.37.76.94,12434,25,6,1143634,10,9,20620,10461,27177.4012,16.6137,1635.8421,603.2957,2,3,0,0,3,BENIGN
2026-06-20 14:46:46,192.168.3.78,204.239.8.61,7501,995,6,1377372,73,16,9180,26313,25768.6377,64.6158,398.7978,55.0628,1,2,1,1,8,BENIGN
2026-06-20 09:07:36,192.168.1.13,98.208.187.155,59885,25,6,40063,80,42,3086,3962,175922.9214,3045.2038,57.7705,26.4658,2,1,0,0,11,BENIGN
2026-06-20 13:27:25,192.168.0.44,87.27.145.60,29115,80,6,1895502,59,52,1229,29950,16448.9407,58.5597,280.8919,87.7358,0,3,1,0,2,BENIGN
2026-06-20 15:39:05,192.168.3.7,217.23.175.232,20061,53,17,757948,15,70,16046,12535,37708.3916,112.1449,336.2471,156.6963,1,1,0,1,2,BENIGN
2026-06-20 15:37:16,192.168.1.176,72.75.238.206,30833,125,6,35052,7,2,186,34,6276.3894,256.7614,24.4444,10.8907,1,8,5,1,0,PortScan
2026-06-20 14:31:06,192.168.2.215,160.183.245.20,43857,607,6,55871,7,3,328,27,6353.9224,178.9837,35.5,9.255,2,6,5,1,0,PortScan
2026-06-20 09:35:30,192.168.1.128,177.79.37.78,17021,21,17,395430,63,29,25067,47039,182348.3297,232.6581,783.7609,165.8417,4,10,0,6,30,FTP-Patator
2026-06-20 15:46:30,192.168.2.108,160.95.157.78,1514,993,6,1062305,23,58,21548,1982,22149.9475,76.2493,290.4938,145.4392,0,3,1,3,3,BENIGN
2026-06-20 09:15:30,192.168.1.136,59.175.83.92,36485,80,6,34320,304,58,473950,68616,15809032.634,10547.7855,1498.8011,606.9624,4,58,6,19,92,DoS Hulk
2026-06-20 14:31:04,192.168.1.26,67.241.40.135,45386,278,17,51948,5,1,114,141,4908.7549,115.5001,42.5,19.8612,1,10,3,0,4,PortScan
2026-06-20 15:51:51,192.168.2.147,201.240.115.126,40279,443,6,1646076,37,63,18582,22599,25017.6784,60.7505,411.81,142.6949,1,2,1,0,2,BENIGN
2026-06-20 09:20:18,192.168.0.17,191.242.72.130,57385,430,17,37844,2,3,478,33,13502.801,132.1213,102.2,21.1432,0,8,5,1,0,PortScan
2026-06-20 13:16:22,192.168.2.235,19.29.248.245,58641,443,6,359115,75,16,665,12578,36876.7665,253.4007,145.5275,46.1265,1,3,0,3,15,BENIGN
2026-06-20 10:13:07,192.168.0.248,14.19.78.147,18030,53,6,1537553,15,5,5183,7888,8501.1704,13.0077,653.55,269.792,1,0,0,0,8,BENIGN
2026-06-20 11:27:58,192.168.1.10,126.10.98.230,12796,850,6,24349,5,3,415,140,22793.5439,328.5556,69.375,17.995,3,11,4,0,1,PortScan
2026-06-20 12:42:35,192.168.2.104,49.63.230.86,18582,80,6,62084,285,25,705538,18628,11664293.5378,4993.235,2336.0194,959.4832,2,108,1,19,54,DDoS
2026-06-20 10:01:37,192.168.0.14,131.102.219.107,29046,443,17,273749,69,59,11512,29365,149322.9199,467.5816,319.3516,95.2448,0,2,1,2,12,BENIGN
2026-06-20 08:23:10,192.168.1.145,137.215.104.69,61454,22,17,1308648,57,36,6476,14705,16185.4066,71.0657,227.7527,61.1915,0,2,1,3,7,BENIGN
2026-06-20 15:28:48,192.168.0.145,120.245.231.180,21063,993,17,1619425,44,18,18754,9264,17301.2026,38.2852,451.9032,169.466,0,1,1,1,7,BENIGN
2026-06-20 13:26:21,192.168.0.184,90.173.151.76,49689,8080,17,180486,174,29,683970,13886,3866538.1248,1124.741,3437.7143,1315.161,4,87,2,25,48,DoS Hulk
2026-06-20 15:09:43,192.168.2.223,68.71.178.21,53359,25,6,1811951,61,10,4118,2816,3826.8143,39.1843,97.662,40.7877,2,2,0,1,13,BENIGN
2026-06-20 13:11:54,192.168.0.220,217.229.198.173,4182,443,6,1340728,77,43,22538,8981,23508.8698,89.5036,262.6583,116.1206,2,3,0,0,11,BENIGN
2026-06-20 15:53:06,192.168.3.134,57.223.2.117,55982,660,6,38833,3,3,309,252,14446.4759,154.5078,93.5,26.8835,1,4,6,1,1,PortScan
2026-06-20 15:16:21,192.168.2.16,59.35.246.9,53838,25,6,1112210,64,48,21602,5580,24439.6292,100.7004,242.6964,76.7158,1,3,1,3,13,BENIGN
2026-06-20 12:19:41,192.168.3.242,22.0.33.191,37966,53,6,1121275,80,32,3925,27488,28015.4289,99.8863,280.4732,83.1081,2,1,1,0,5,BENIGN
2026-06-20 15:50:15,192.168.1.94,93.84.188.246,51221,197,6,15126,5,3,345,121,30807.8805,528.8907,58.25,19.7852,3,3,3,0,1,PortScan
2026-06-20 12:43:00,192.168.2.227,103.133.80.232,50136,53,6,884820,71,21,14933,1651,18742.7951,103.9759,180.2609,79.1517,0,0,1,0,2,BENIGN
2026-06-20 08:44:19,192.168.1.65,31.161.182.158,10661,143,17,1888266,20,66,6390,16996,12384.9076,45.5444,271.9302,52.8617,0,1,0,2,11,BENIGN
2026-06-20 15:28:27,192.168.1.106,192.227.187.71,52541,725,17,6083,2,2,511,55,93046.1943,657.5703,141.5,41.5615,1,3,5,0,4,PortScan
2026-06-20 11:43:10,192.168.1.152,191.242.29.251,38753,25,6,1231433,70,68,2268,6491,7112.8515,112.0646,63.471,23.2781,1,1,0,3,6,BENIGN
2026-06-20 12:36:16,192.168.3.239,58.51.113.108,2844,22,6,1372836,80,10,6032,1967,5826.6246,65.5577,88.8778,21.5855,1,2,0,2,12,BENIGN
2026-06-20 14:20:13,192.168.0.23,212.211.125.158,59890,25,17,344248,44,66,14004,23809,109842.323,319.5371,343.7545,124.7071,1,2,1,0,6,BENIGN
2026-06-20 11:41:12,192.168.2.111,193.21.194.57,35702,443,6,1345186,59,45,24504,27861,38927.7022,77.3127,503.5096,195.7646,0,1,0,0,3,BENIGN
2026-06-20 12:12:04,192.168.0.17,132.60.53.169,24089,25,6,275039,67,65,12112,634,46342.5187,479.9319,96.5606,30.1824,2,3,0,2,12,BENIGN
2026-06-20 09:55:57,192.168.0.197,215.77.15.72,54879,143,6,1421730,4,11,24850,17588,29849.5495,10.5505,2829.2,1317.4712,0,3,0,1,15,BENIGN
2026-06-20 15:09:57,192.168.2.147,143.44.96.24,56854,995,6,277673,79,8,4068,17551,77857.768,313.3182,248.4943,87.2973,2,1,0,2,4,BENIGN
2026-06-20 15:01:19,192.168.2.186,78.60.129.56,15225,53,6,1230192,40,30,3375,11910,12424.8898,56.9017,218.3571,55.8789,1,0,0,0,7,BENIGN
2026-06-20 14:37:45,192.168.3.32,91.42.134.106,49152,80,6,152100,349,19,682543,2565,4504326.1012,2419.4609,1861.7065,724.2128,2,29,6,1,29,DDoS
2026-06-20 14:17:33,192.168.3.210,106.73.114.192,21486,80,6,404017,115,42,183933,71876,633163.951,388.5975,1629.3567,553.3906,1,11,3,6,13,DoS Hulk
2026-06-20 10:03:02,192.168.3.23,200.217.224.204,3145,25,6,823592,50,44,19722,19721,47891.4317,114.1342,419.6064,100.3612,0,0,1,3,14,BENIGN
2026-06-20 09:20:23,192.168.0.58,139.95.120.253,10557,993,6,1360615,11,69,15846,20696,26856.9728,58.7969,456.775,228.4084,1,2,0,0,2,BENIGN
2026-06-20 08:02:31,192.168.1.110,154.17.41.241,45779,8080,6,2333764,59,91,140624,56272,84368.428,64.2739,1312.64,629.4443,5,17,4,32,141,Bot
2026-06-20 14:05:07,192.168.3.121,56.106.107.10,12492,21,6,163627,110,26,16259,16873,202484.92,831.1587,243.6176,49.3317,3,18,1,3,73,FTP-Patator
2026-06-20 08:13:06,192.168.0.237,170.75.176.185,28478,8080,17,2455138,121,58,102774,155882,105352.9374,72.9083,1445.0056,402.8308,3,4,4,8,55,Bot
2026-06-20 14:30:39,192.168.3.190,63.61.128.50,16920,80,6,90353,197,15,115679,10681,1398514.7145,2346.3526,596.0377,159.4923,1,163,3,15,70,DDoS
2026-06-20 12:12:26,192.168.1.91,87.198.160.27,53368,443,6,247060,654,2,508819,28412,2174496.0738,2655.2255,818.9497,443.9195,1,21,0,11,43,DDoS
2026-06-20 13:34:05,192.168.3.127,107.235.25.150,8091,25,6,239167,42,67,18014,22714,170291.0519,455.7485,373.6514,153.2772,1,3,1,1,4,BENIGN
2026-06-20 09:51:41,192.168.2.184,21.39.65.101,9293,80,6,335511,398,35,156220,2496,473057.5153,1290.5687,366.5497,93.4712,3,31,1,11,52,DoS Hulk
2026-06-20 12:22:12,192.168.2.233,80.223.47.20,35589,80,6,367579,214,54,193956,17699,575808.1936,729.095,789.7575,363.2757,2,78,6,36,9,DoS Hulk
2026-06-20 14:14:29,192.168.0.155,158.71.148.122,28938,610,6,21401,8,1,511,34,25466.0997,420.5411,60.5556,15.8811,2,9,6,1,3,PortScan
2026-06-20 10:52:38,192.168.1.35,178.9.121.146,47760,53,17,1673938,64,2,7073,25546,19486.3848,39.428,494.2273,127.5038,1,0,1,0,4,BENIGN
2026-06-20 08:00:18,192.168.1.13,90.73.97.7,30087,551,17,5232,3,2,486,139,119457.1865,955.6575,125.0,47.2164,0,4,8,1,2,PortScan
2026-06-20 08:12:19,192.168.1.214,221.111.7.37,24028,25,6,1297017,78,15,13899,23608,28917.8939,71.703,403.3011,129.8105,1,2,1,3,7,BENIGN
2026-06-20 11:44:00,192.168.1.167,47.245.188.45,13397,143,17,1667387,76,63,8719,7657,9821.3552,83.364,117.8129,44.019,0,2,1,1,8,BENIGN
2026-06-20 12:17:59,192.168.3.150,79.84.56.127,44070,443,17,437991,35,60,13479,24603,86946.9921,216.8994,400.8632,131.3194,1,2,1,1,9,BENIGN
2026-06-20 12:07:59,192.168.1.27,34.74.22.227,39992,443,17,42139,311,29,353446,29148,9079332.6847,8068.5351,1125.2765,539.92,2,83,6,7,32,DDoS
2026-06-20 11:33:37,192.168.2.162,93.34.178.115,24572,8080,6,461437,461,73,221789,32927,552006.016,1157.2544,476.9963,147.7484,0,20,1,25,36,DoS Hulk
2026-06-20 09:17:00,192.168.3.90,77.41.146.211,30436,443,6,31341,21,59,9644,13662,743626.5595,2552.5669,291.325,69.0658,1,3,0,3,8,BENIGN
2026-06-20 11:41:44,192.168.3.19,66.111.4.155,22941,110,17,1741765,15,30,21912,22717,25622.8596,25.8359,991.7556,271.3452,2,3,1,2,12,BENIGN
2026-06-20 11:00:28,192.168.0.215,213.1.126.230,7046,22,6,881769,99,95,15515,26904,48106.7037,220.0123,218.6546,77.1721,4,14,4,11,81,SSH-Patator
2026-06-20 14:01:12,192.168.0.111,187.142.105.249,56958,8080,17,68334,119,27,603375,11618,8999809.758,2136.5645,4212.2808,1166.2015,0,84,3,10,25,DDoS
2026-06-20 13:35:18,192.168.0.86,177.204.150.124,57487,21,17,345901,70,75,6711,8479,43914.2992,419.1951,104.7586,31.8387,4,11,8,12,19,FTP-Patator
2026-06-20 14:53:51,192.168.3.98,18.11.68.183,20211,443,6,1201605,30,57,16632,24872,34540.4688,72.4032,477.0575,143.0068,1,1,0,1,6,BENIGN
2026-06-20 12:42:08,192.168.2.57,114.199.100.52,62025,25,6,974266,17,39,18980,22376,42448.3663,57.4792,738.5,87.6255,0,2,1,2,10,BENIGN
2026-06-20 15:23:47,192.168.2.147,89.231.35.26,54486,443,17,1077979,38,68,17106,9624,24796.4014,98.3322,252.1698,74.6172,0,1,1,0,9,BENIGN
2026-06-20 14:56:49,192.168.2.29,179.79.75.117,12356,995,6,789105,3,40,3061,24436,34845.8063,54.4921,639.4651,167.8281,2,2,1,2,14,BENIGN
2026-06-20 10:15:02,192.168.1.50,199.37.150.151,61571,8080,17,4869146,215,77,26646,128777,31919.9712,59.9694,532.2705,187.9342,2,11,1,25,133,Bot
2026-06-20 15:46:54,192.168.0.144,36.195.207.193,38365,80,6,1336059,32,37,856,15828,12487.4725,51.6444,241.7971,112.4953,1,1,0,1,7,BENIGN
2026-06-20 14:59:23,192.168.2.214,65.195.94.45,41657,995,6,1267302,55,24,23345,14963,30227.9962,62.3372,484.9114,97.4885,1,0,0,2,14,BENIGN
2026-06-20 14:18:53,192.168.1.165,109.211.51.20,34156,657,17,24351,7,0,467,116,23941.5219,287.4625,83.2857,29.8984,3,4,2,0,1,PortScan
2026-06-20 11:23:56,192.168.2.198,131.137.9.103,9178,993,6,1354955,53,22,23281,17364,29997.3062,55.3524,541.9333,152.983,0,0,0,0,5,BENIGN
2026-06-20 13:33:49,192.168.2.53,198.39.165.172,31294,22,6,937890,52,34,16162,14257,32433.441,91.6952,353.7093,107.2473,0,1,0,2,1,BENIGN
2026-06-20 12:26:19,192.168.1.96,15.56.128.72,5049,22,6,486442,30,99,6175,5443,23883.6285,265.1909,90.062,18.9728,3,6,7,18,54,SSH-Patator
2026-06-20 09:35:24,192.168.2.129,106.192.236.132,20905,993,17,1800228,42,68,13076,20816,18826.5042,61.1034,308.1091,98.6867,1,0,0,3,4,BENIGN
2026-06-20 15:55:13,192.168.0.185,192.111.214.199,39282,443,6,1771652,79,67,10664,22838,18910.0343,82.409,229.4658,93.3467,1,1,0,3,9,BENIGN
2026-06-20 11:06:22,192.168.1.64,71.99.18.18,32580,22,6,1317046,73,40,24249,6667,23473.7435,85.7981,273.5929,135.5491,0,3,1,0,5,BENIGN
2026-06-20 12:02:11,192.168.3.30,210.195.50.153,37901,25,6,61012,20,43,21710,17206,637841.7361,1032.5838,617.7143,138.5715,2,2,0,0,1,BENIGN
2026-06-20 15:27:55,192.168.0.16,165.151.187.164,51925,995,17,1118762,78,21,3542,19256,20377.882,88.4907,230.2828,105.5722,0,0,0,1,15,BENIGN
2026-06-20 13:57:17,192.168.2.125,95.145.111.175,8218,443,6,1785323,20,40,1138,29877,17372.2066,33.6074,516.9167,190.5912,1,1,0,3,2,BENIGN
2026-06-20 11:57:46,192.168.2.138,210.237.199.180,36386,443,17,260449,7,15,9369,6410,60583.8379,84.4695,717.2273,310.4414,0,3,1,1,11,BENIGN
2026-06-20 11:10:22,192.168.2.49,157.124.165.56,37955,443,6,255847,3,8,22350,5570,109127.7209,42.9944,2538.1818,477.8282,1,1,1,3,12,BENIGN
2026-06-20 11:34:33,192.168.2.223,117.121.16.197,11590,993,6,567373,43,35,859,15957,29638.3508,137.4757,215.5897,73.7096,1,0,1,2,14,BENIGN
2026-06-20 11:20:46,192.168.1.71,187.100.241.161,56258,995,6,1409298,76,52,14040,16992,22019.4735,90.8254,242.4375,73.8656,2,0,1,1,4,BENIGN
2026-06-20 09:52:23,192.168.0.53,143.210.68.225,27593,143,17,300696,79,22,10925,3657,48494.1602,335.8874,144.3762,37.5935,2,2,0,3,9,BENIGN
2026-06-20 08:11:27,192.168.1.36,65.107.216.41,48588,993,6,1782867,48,14,13104,6004,10717.5689,34.7754,308.1935,94.1364,0,0,1,0,13,BENIGN
2026-06-20 11:38:27,192.168.3.172,31.110.106.184,59202,993,6,1984498,62,59,18977,25403,22363.3382,60.9726,366.7769,109.0051,0,3,0,2,13,BENIGN
2026-06-20 11:02:12,192.168.0.13,22.119.201.98,56359,143,6,259717,47,36,4504,20443,96054.5517,319.5786,300.5663,125.8946,2,0,1,1,10,BENIGN
2026-06-20 10:09:06,192.168.3.32,84.236.70.238,38977,8080,6,100397,526,19,290056,2785,2916830.1842,5428.4491,537.3229,110.5213,1,172,6,6,16,DDoS
2026-06-20 10:56:05,192.168.0.152,100.237.69.167,20097,443,6,1423119,74,38,24774,29847,38381.1895,78.7004,487.6875,202.213,0,2,1,1,6,BENIGN
2026-06-20 10:07:25,192.168.2.224,73.137.78.171,17018,143,6,1028543,46,17,17355,24009,40216.1115,61.2517,656.5714,197.3677,2,1,1,1,14,BENIGN
2026-06-20 08:58:55,192.168.2.70,128.91.180.232,20115,976,6,8459,5,2,353,127,56744.296,827.521,68.5714,29.0414,2,8,5,0,3,PortScan
2026-06-20 14:13:34,192.168.3.155,57.94.146.138,25151,860,6,58192,6,0,218,38,4399.2301,103.107,42.6667,14.5001,3,5,8,1,4,PortScan
2026-06-20 09:44:00,192.168.1.187,212.154.224.22,57894,21,6,368174,111,53,38929,50291,242331.0717,445.4416,544.0244,211.617,0,4,2,7,8,FTP-Patator
2026-06-20 14:40:37,192.168.3.196,200.50.129.211,62589,8080,6,1705419,206,211,71745,137283,122566.9469,244.5147,501.2662,218.4289,5,10,1,13,173,Bot
2026-06-20 08:00:48,192.168.2.71,186.130.201.134,59373,993,17,1654220,28,6,20900,222,12768.5556,20.5535,621.2353,238.7598,0,3,1,2,11,BENIGN
2026-06-20 12:40:21,192.168.2.167,99.185.61.252,21861,110,6,1987517,13,9,22262,13016,17749.7853,11.0691,1603.5455,469.2989,2,3,1,0,8,BENIGN
2026-06-20 13:06:06,192.168.0.193,29.7.57.47,44062,8080,17,4684241,107,18,56733,30993,18727.9006,26.6852,701.808,174.1204,3,13,5,38,95,Bot
2026-06-20 09:03:35,192.168.0.81,111.155.175.167,13470,21,6,169156,106,80,5320,12750,106824.4697,1099.5767,97.1505,36.6065,2,25,9,19,56,FTP-Patator
2026-06-20 15:44:27,192.168.3.216,142.41.134.43,13987,1024,6,49934,2,1,576,72,12977.1298,60.0793,216.0,55.7902,1,5,6,0,1,PortScan
2026-06-20 15:16:17,192.168.1.251,91.86.1.205,46741,605,17,34072,4,2,575,211,23068.7955,176.0977,131.0,50.7313,0,3,1,0,0,PortScan
2026-06-20 11:37:16,192.168.1.106,12.45.54.76,6359,22,17,146149,66,46,8239,2992,76846.2323,766.3412,100.2768,31.4,2,3,1,3,8,BENIGN
2026-06-20 08:33:20,192.168.2.183,216.143.14.250,37857,80,6,1826330,67,69,17856,22440,22063.9205,74.4663,296.2941,94.8513,2,0,1,2,2,BENIGN
2026-06-20 10:21:28,192.168.1.179,208.58.38.4,21195,22,17,310102,58,33,24372,18559,138441.545,293.4518,471.7692,191.1787,3,21,1,4,39,SSH-Patator
2026-06-20 13:24:16,192.168.3.57,44.111.29.55,19491,443,6,35808,518,24,633247,1849,17736148.3467,15136.2824,1171.7638,435.0166,2,84,4,18,21,DDoS
2026-06-20 08:18:52,192.168.3.102,190.99.163.69,44323,993,6,152003,55,51,18021,24332,278632.6586,697.3547,399.5566,99.1733,2,2,0,0,6,BENIGN
2026-06-20 14:38:07,192.168.3.160,82.222.205.50,50276,53,6,1376529,50,15,23760,24516,35070.8194,47.2202,742.7077,222.483,2,1,0,1,15,BENIGN
2026-06-20 08:25:37,192.168.2.42,220.122.228.83,25231,80,17,4942179,154,38,128198,160917,58499.4999,38.8493,1505.8073,307.6562,0,10,1,18,78,Bot
2026-06-20 13:35:04,192.168.0.162,109.145.8.63,32440,80,17,7813116,139,123,160472,53270,27356.819,33.5334,815.8092,246.5266,5,10,4,16,102,Bot
2026-06-20 11:37:21,192.168.0.178,181.230.207.76,59661,80,6,1347218,64,65,2299,26128,21100.5197,95.7529,220.3643,91.5623,1,3,0,0,6,BENIGN
2026-06-20 10:31:18,192.168.1.98,101.51.36.9,30507,143,6,17265,7,70,4802,23276,1626295.9745,4459.89,364.6494,132.2352,1,3,0,1,3,BENIGN
2026-06-20 13:10:35,192.168.0.132,194.252.29.138,7065,443,17,88209,64,4,21209,1660,259259.2593,770.8964,336.3088,132.1066,2,2,0,0,2,BENIGN
2026-06-20 08:13:28,192.168.3.65,40.235.46.131,44383,25,6,703201,79,70,8399,17613,36990.8461,211.8882,174.5772,64.948,1,3,1,2,15,BENIGN
2026-06-20 12:15:32,192.168.1.72,207.117.54.68,38284,143,6,970002,28,58,6419,21801,29092.7235,88.6596,328.1395,125.9211,1,3,0,3,2,BENIGN
2026-06-20 09:58:49,192.168.1.86,109.103.179.47,54827,110,17,1250756,61,31,9629,9925,15633.7447,73.5555,212.5435,96.668,0,2,0,2,4,BENIGN
2026-06-20 10:38:10,192.168.0.76,216.127.71.212,57046,443,17,62991,105,26,361997,10111,5907320.0933,2079.6622,2840.5191,1138.4307,0,52,2,4,15,DDoS
2026-06-20 15:49:45,192.168.3.13,81.132.105.221,11124,80,6,458572,341,6,333132,76948,894254.3374,756.6969,1181.7867,341.6758,2,32,0,17,30,DoS Hulk
2026-06-20 11:19:40,192.168.2.162,163.175.192.242,44453,443,6,3479888,148,55,153457,87597,69270.6202,58.3352,1187.4581,491.0621,0,6,5,23,15,Bot
2026-06-20 10:44:27,192.168.2.143,31.50.150.177,54726,22,6,105335,52,14,13162,22860,341975.6017,626.5724,545.7879,255.0718,1,0,0,2,9,BENIGN
2026-06-20 15:04:33,192.168.0.14,60.185.33.36,63205,143,6,946066,61,49,2694,5622,8790.0844,116.271,75.6,29.3646,2,0,1,3,5,BENIGN
2026-06-20 09:01:15,192.168.2.30,219.11.76.42,55425,22,17,100468,54,87,33663,60773,939960.9826,1403.4319,669.7589,177.8822,3,12,6,14,36,SSH-Patator
2026-06-20 12:49:57,192.168.2.61,104.41.232.44,39631,53,6,530112,66,33,10453,17238,52236.1312,186.753,279.7071,119.1844,1,0,0,1,14,BENIGN
2026-06-20 12:21:03,192.168.0.182,76.245.89.147,51592,80,6,110349,678,20,669256,29504,6332273.0609,6325.3858,1001.0888,392.5788,0,46,5,11,27,DDoS
2026-06-20 08:44:46,192.168.2.169,140.75.230.205,6081,6667,6,7569623,60,167,116612,120080,31268.6642,29.9883,1042.696,200.0249,0,7,5,38,124,Bot
2026-06-20 10:17:02,192.168.2.88,130.129.231.106,63002,22,6,642610,11,110,38964,27988,104187.6099,188.2946,553.3223,241.6528,3,14,4,20,68,SSH-Patator
2026-06-20 10:50:25,192.168.0.131,130.159.25.199,10920,110,17,1967880,69,2,968,4968,3016.4441,36.0794,83.6056,31.208,0,0,0,2,12,BENIGN
2026-06-20 08:33:37,192.168.1.104,214.184.174.183,52610,80,6,213859,547,30,577831,11367,2755076.9432,2698.0394,1021.1404,435.6462,1,180,7,17,15,DDoS
2026-06-20 08:05:31,192.168.0.110,48.88.173.225,49917,995,17,10727,49,45,17182,5195,2086044.5605,8762.9347,238.0532,73.1346,0,3,0,3,2,BENIGN
2026-06-20 15:57:36,192.168.2.70,217.168.73.25,14289,8080,6,137496,225,6,734547,3161,5365305.1725,1680.0489,3193.5411,1193.0997,0,79,6,15,28,DDoS
2026-06-20 14:56:48,192.168.0.154,30.144.22.58,28650,80,6,99256,265,13,683619,22290,7112003.3046,2800.8382,2539.241,768.1273,1,170,0,6,17,DDoS
2026-06-20 08:32:31,192.168.0.183,26.18.218.71,42978,100,17,24683,5,1,241,10,10168.9422,243.0823,41.8333,18.3507,2,12,5,0,0,PortScan
2026-06-20 10:38:07,192.168.2.251,25.167.253.13,3874,22,17,169472,23,51,8256,26951,207745.2323,436.6503,475.7703,134.8058,1,3,0,3,9,BENIGN
2026-06-20 15:50:51,192.168.0.62,175.2.211.199,13414,53,6,1530608,57,2,9466,1321,7047.5262,38.5468,182.8305,55.4214,0,1,0,2,13,BENIGN
2026-06-20 08:54:13,192.168.2.47,131.30.215.60,55262,8080,6,258724,332,15,513319,4013,1999551.6458,1341.1976,1490.8703,514.3326,3,91,1,36,26,DoS Hulk
2026-06-20 14:19:14,192.168.3.73,157.181.105.87,29138,993,6,1817261,55,64,16288,20354,20163.3117,65.4832,307.916,113.7131,0,3,0,3,14,BENIGN
2026-06-20 12:39:39,192.168.2.160,180.100.164.208,54812,80,17,486785,28,3,20713,29042,102211.4486,63.6831,1605.0,741.1293,1,2,0,1,3,BENIGN
2026-06-20 10:41:59,192.168.1.124,145.156.138.230,37137,25,6,651462,52,15,6411,1837,12660.7538,102.8456,123.1045,52.6334,2,0,0,2,15,BENIGN
2026-06-20 11:21:38,192.168.0.168,87.183.155.76,1318,80,17,230144,100,9,847866,25614,3795362.9032,473.6165,8013.578,2888.5359,1,170,4,3,77,DDoS
2026-06-20 13:47:30,192.168.2.102,158.185.145.98,24519,110,6,1525762,45,7,2915,10406,8730.7195,34.0813,256.1731,86.7602,0,1,1,2,7,BENIGN
